co_code|company_name|owner_code|owner_gp_name|co_industry_gp_code|co_industry_name|incorporation_year|nse_symbol|bse_scrip_id
10566|ALEMBIC LTD.|020101020108|Alembic Group|0102040000000000|Other fund based financial services|1907|ALEMBICLTD|ALEMBICLTD
10586|ALERT PETROGAS LTD.|020102000000|Private (Indian)|0101041505000000|Storage & distribution|1980|NA|ALERPTR
10626|ALEXCON EXTRUSIONS LTD.|020102000000|Private (Indian)|0101013505010000|Aluminium & aluminium products|1991|NA|ALEXCON EXTR
10627|ALEXCON FOAMCAST LTD.|020102000000|Private (Indian)|0101013501150000|Castings & forgings|1985|NA|ALEXCON
10664|ALFA EXPORT TECHNOLOGIES INDIA LTD.|020102000000|Private (Indian)|0101012040000000|Polymers|1992|NA|ALFA EXPORT
10674|ALFA ICA (INDIA) LTD.|020102000000|Private (Indian)|0101012045010000|Plastic tubes, pipes, fittings & sheets|1991|NA|ALFAICA
10678|ALFA LAVAL INDIA PVT. LTD.|020202000000|Private (Foreign)|0101014001050000|Industrial machinery|1937|ALFALAVAL|ALFALAVAL
10714|ALFA TRANSFORMERS LTD.|020102000000|Private (Indian)|0101014005050000|Generators, transformers & switchgears|1982|NA|ALFATRAN
10735|ALFAVISION OVERSEAS (INDIA) LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1994|NA|ALFAVIO
10752|ALFRED HERBERT (INDIA) LTD.|020101012300|Goenka G.P. (Duncans) Group|0102040000000000|Other fund based financial services|1919|ALFREDHERB|ALFREDHE
10853|ALKA DIAMOND INDS. LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1989|NA|ALKADIA
10866|ALKA SECURITIES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|ALKASEC
10867|ALKA INDIA LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1993|NA|ALKA
10872|ALKALI METALS LTD.|020102000000|Private (Indian)|0101012001000000|Inorganic chemicals|1968|ALKALI|ALKALI
10884|ALKEM LABORATORIES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1973|ALKEM|ALKEM
10903|ALKYL AMINES CHEMICALS LTD.|020101030119|Alkyl Amines Group|0101012035000000|Organic chemicals|1979|ALKYLAMINE|ALKYLAMINE
10977|ALL METAL PROCESS INDS. LTD.|020102000000|Private (Indian)|0101013501500000|Other ferrous metal products|1989|NA|ALLMEPR
10988|ALL SEASONS FOODS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|ALLSEA FOOD
11019|ALLAHABAD BANK [MERGED]|010101000000|Central Govt. - Commercial Enterprises|0102010000000000|Banking services|1865|ALBK|ALBK
11063|ALLCARGO LOGISTICS LTD.|020102000000|Private (Indian)|0101040509000000|Transport logistics services|1993|ALLCARGO|ALLCARGO
11137|ALLIANCE CAPITAL & FINANCIAL SERVICES LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1985|NA|ALLIANCE CAP
11156|ALLIANCE CREDIT & INVESTMENTS LTD. [MERGED]|020101030123|Alliance Funds Management Group|0102040000000000|Other fund based financial services|1993|ALIANCREDT|ALLIANCE CR.
11173|ALLIANCE FUNDS MGMT. LTD.|020101030123|Alliance Funds Management Group|0102040000000000|Other fund based financial services|1994|NA|ALLIANCE FUN
11259|AVONMORE CAPITAL & MGMT. SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1991|NA|AVONMORE
11262|ALMONDZ GLOBAL SECURITIES LTD.|020102000000|Private (Indian)|0102059000000000|Other fee based financial services|1994|ALMONDZ|ALMONDZ
11284|RAP MEDIA LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|RAP
11303|ALLIED DIGITAL SERVICES LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1995|ADSL|ADSL
11366|ALLIED RESINS & CHEMICALS LTD. [MERGED]|020102000000|Private (Indian)|0101012040000000|Polymers|1959|ALLIEDRES|ALLRESN
11443|ALLSEC TECHNOLOGIES LTD.|020202000000|Private (Foreign)|0101040802000000|ITES|1998|ALLSEC|ALLSEC
11445|ALLSOFT CORPORATION LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1991|NA|ALLSOFT
11554|ALNA TRADING & EXPORTS LTD.|020101020110|Allana Group|0101040401000000|Wholesale trading|1981|NA|ALNATRD
11599|ALOK INDUSTRIES LTD.|020101030194|Alok Group|0101011525000000|Diversified cotton textile|1986|ALOKINDS|ALOKTEXT
11654|ALORA TRADING CO. LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1982|NA|ALORA
11659|AL AMEEN INTL. LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1984|NA|ALPEXPS
11664|ALPA LABORATORIES LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1988|ALPA|ALPA
11736|ALPHA DRUG INDIA LTD. [MERGED]|020101020148|Excel Industries Group|0101012030000000|Drugs & pharmaceuticals|1987|ALPHADRUG|ALPHADR
11760|ALPHA GRAPHIC INDIA LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|ALPGRAPH
11764|ALPHA HI-TECH FUEL LTD.|020102000000|Private (Indian)|0101012090000000|Other chemical products|1993|NA|ALPHA
11853|ALPHAGEO (INDIA) LTD.|020102000000|Private (Indian)|0101060201000000|Industrial construction|1987|ALPHAGEO|ALPHAGEO
11871|ALPIC FINANCE LTD.|020101020130|CIPLA Group|0102031500000000|Other asset financing services|1985|ALPICFIN|ALPICFIN
11885|ALPINE CAPITAL SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|ALPINFN
11905|ALPINE HOUSING DEVP. CORPN. LTD.|020101020112|Alpine Group|0101060101000000|Housing construction|1992|ALPINEHOU|ALPINEHOU
11907|ALPINE INDUSTRIES LTD.|020101020112|Alpine Group|0101011101200000|Vegetable oils & products|1974|ALPINEIND|ALPININ-B
11955|ALPS INDUSTRIES LTD.|020101030133|Alps Industries Group|0101011501000000|Cotton & blended yarn|1972|ALPSINDUS|ALPSINDUS
11956|ALPS B P O SERVICES LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1995|NA|ALPSINFO
11960|ALPS LABORATORIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1986|NA|ALPS LAB.
11961|ALPS MOTOR FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1987|NA|ALPSMOTOR
11986|ALSA CONSTRUCTION & HOUSING LTD.|020101030120|Alsa Marine Group|0101060101000000|Housing construction|1992|NA|ALSA CONST
11990|ALSA MARINE & HARVESTS LTD.|020101030120|Alsa Marine Group|0101011101702000|Marine foods|1989|ALSAMARINE|ALSAMRN-B
12007|G E T & D INDIA LTD.|020201022500|Alstom (F) Group|0110000000000000|Diversified|1957|GET&D|GET&D
12011|G E POWER INDIA LTD.|020201024400|GE (F)  Group|0101060201000000|Industrial construction|1992|GEPIL|GEPIL
12094|ALTOS INDIA LTD.|020101020359|Pertech Computers Group|0101014010010000|Computers, peripherals & storage devices|1982|ALTOS|ALTOS INDIA
12108|ALUFLUORIDE LTD.|020102000000|Private (Indian)|0101012001000000|Inorganic chemicals|1984|NA|ALUFLUOR
12131|ALUMINIUM INDUSTRIES LTD.|020101020354|Parijat Group|0101014005050000|Generators, transformers & switchgears|1946|NA|ALUMI IND
12244|AMAJIN AGRO EXPORTS LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1989|NA|AMAJIN AGRO
12258|AMAL LTD.|020101012900|Lalbhai Group|0101012001000000|Inorganic chemicals|1974|NA|AMAL
12281|AMALGAMATED ELECTRICITY CO. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1936|NA|AMALGAM
12379|AMANI TRADING & EXPORTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|AMANITRA
12391|AMAR ALCOHOLI LTD.|020102000000|Private (Indian)|0101011101300000|Alcoholic beverages|1992|NA|AMAR ALCOHOL
12419|AMAR DYE-CHEM LTD.|020101020309|Mardia Rasiklal Group|0101012025000000|Dyes & pigments|1954|AMARDYCHEM|AMAR DYE-CHM
12474|AMAR POLYESTER LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1986|NA|AMAR POLY.
12482|AMAR REMEDIES LTD.|020102000000|Private (Indian)|0101012501000000|Cosmetics, toiletries, soaps & detergents|1984|AMAR|AMAR
12506|AMAR VANIJYA LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1985|NA|AMAR VANIJYA
12517|AMARA RAJA BATTERIES LTD.|020102000000|Private (Indian)|0101014502051500|Storage batteries|1985|AMARAJABAT|AMARAJABAT
12577|AMARJOTHI SPINNING MILLS LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1987|AMARJOTHI|AMARJOTHI
12616|AMARNATH SECURITIES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|AMARSEC
12627|AMARSHIV OPTICAL LTD.|020102000000|Private (Indian)|0101015003000000|Glass & glassware|1992|NA|GEM EYEADORN
12709|AMBA ENTERPRISES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|AEL
12761|SCAN PROJECTS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|SCANPRO
12774|AMBALAL SARABHAI ENTERPRISES LTD.|020101020421|Sarabhai Group|0101043500000000|Diversified non-financial services|1978|AMBASARABH|AMBALALSA
12790|AMBANI ORGANICS LTD.|020102000000|Private (Indian)|0101012090000000|Other chemical products|1985|AMBANIORG|NA
12819|AMBASSADOR INTRA HOLDINGS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1982|NA|AIHL
12850|AMBE HOTEL & RESORTS LTD.|020101030122|Ambuja (Bihar) Group|0101040101000000|Hotels & restaurants|1991|NA|AMBE HOTEL R
12881|AMBER ENTERPRISES INDIA LTD.|020102000000|Private (Indian)|0101012525010000|Air-conditioners & refrigerators|1990|AMBER|AMBER
12933|AMBICA AGARBATHIES AROMA & INDS. LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1995|AMBICAAGAR|AMBICAAGAR
13017|AMBIK PROTIENS LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1992|NA|AMBIK PROT.
13029|AMBIKA COTTON MILLS LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1988|AMBIKCO|AMBIKCO
13096|AMBITIOUS PLASTOMAC CO. LTD.|020102000000|Private (Indian)|0101041590000000|Other miscellaneous services|1992|NA|AMBIT
13123|AMBUJA AGRO INDS. LTD.|020101030439|Gujarat Ambuja Proteins Group|0101011101200000|Vegetable oils & products|1989|NA|AMBUJA AGRO
13126|AMBUJA CEMENT EASTERN LTD. [MERGED]|020202000000|Private (Foreign)|0101013001000000|Cement|1985|MODICEMENT|AMBCEMES
13130|AMBUJA CEMENT RAJASTHAN LTD. [MERGED]|020101020212|Gujarat Ambuja Cement Group|0101013001000000|Cement|1996|AMBUJARAJN|AMBUJACEMR
13134|AMBUJA ELECTROCASTINGS LTD.|020101030122|Ambuja (Bihar) Group|0101013501100000|Steel|1989|AMBUJELCST|AMBJELE
13138|AMBUJA FLOUR MILLS LTD.|020101030122|Ambuja (Bihar) Group|0101011101703000|Milling products|1987|NA|AMBUJA FLOUR
13152|AMBUJA SHIPYARD & SOFTWARE LTD. [MERGED]|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|AMBUJA SHIP.
13156|AMBUJA ZINC LTD.|020101030122|Ambuja (Bihar) Group|0101040401000000|Wholesale trading|1987|NA|AMBJZNC
13188|AMCO INDIA LTD.|020102000000|Private (Indian)|0101013505010000|Aluminium & aluminium products|1987|NA|AMCOIND
13203|AMEE COSMO PHARMA LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1978|NA|AMEE COSMO PH
13299|AMERICAN PAINTS (INDIA) LTD.|020102000000|Private (Indian)|0101013030000000|Paints & varnishes|1998|NA|AMERICAN PAI
13308|AMERICAN REMEDIES LTD. [MERGED]|020101020140|Dr. Reddy's Group|0101012030000000|Drugs & pharmaceuticals|1986|NA|AMERICAN REM
13353|AMEX CARBONATES & CHEMICALS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1991|NA|AMEX CARBON.
13356|TUTIS TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1991|NA|TUTIS
13398|AMFORGE INDUSTRIES LTD.|020101030124|Amforge Group|0102040000000000|Other fund based financial services|1971|AMFORGEIND|AMFORG
13450|AMIGO EXPORTS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1989|NA|AMIGO EXPORT
13499|AMINES & PLASTICIZERS LTD.|020102000000|Private (Indian)|0101012035000000|Organic chemicals|1973|NA|AMNPLST
13501|AMINEX CHEMICALS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1989|NA|AMINEX CHEM
13527|AMIRGADH CEMENTS LTD.|020102000000|Private (Indian)|0101013001000000|Cement|1978|NA|NA
13560|AMISON FOODS LTD.|020102000000|Private (Indian)|0101011101702000|Marine foods|1987|NA|AMISNFD
13572|AMIT ALCOHOL & CARBON DIOXIDE LTD. [MERGED]|020202000000|Private (Foreign)|0101012030000000|Drugs & pharmaceuticals|1973|NA|AMIT ALCOHOL
13637|AMIT INTERNATIONAL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|AMITINT
13702|AMIT SECURITIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|AMITSEC
13711|GIRNAR SPINTEX INDS. LTD.|020102000000|Private (Indian)|0101016000000000|Diversified manufacturing|1991|ASIL|ASIL
13976|AMPRO PRODUCTS LTD.|020102000000|Private (Indian)|0101011101700500|Bakery products|1982|NA|AMPRO PRODUC
13993|AMRAPALI CAPITAL & FINANCE SERVICES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1994|NA|ACFSL
13995|AMRAPALI DEVELOPERS (INDIA) LTD. [MERGED]|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1989|NA|AMRAPALI
14000|AMRAPALI INDUSTRIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1988|NA|AMRAPLIN
14039|AMRIT CORP. LTD.|020101020114|Amrit Banaspati Group|0101011101010000|Dairy products|1940|NA|AMRITCORP
14050|AMRIT BANASPATI CO. PVT. LTD.|020101020114|Amrit Banaspati Group|0101040401000000|Wholesale trading|1985|NA|AMRITBANA
14087|AMRIT PROTEIN FOODS LTD. [MERGED]|020101020114|Amrit Banaspati Group|0101011101701000|Processed foods|1986|NA|AMRIT PROTIN
14173|AMRUT CREDIT CORPN. (INDIA) LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1992|NA|AMRUTCR
14180|AMRUT INDUSTRIES LTD.|020102000000|Private (Indian)|0101011101010000|Dairy products|1991|AMRUTIND|AMRTMIL-BDM
14204|AMRUTANJAN HEALTH CARE LTD.|020101030125|Amrutanjan Group|0101012030000000|Drugs & pharmaceuticals|1936|AMRUTANJAN|AMRUTANJAN
14250|AMERISE BIOSCIENCES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1984|NA|AMERISE
14268|AMTEK AUTO LTD.|020101030126|Amtek Group|0101014502059000|Other automobile ancillaries|1988|AMTEKAUTO|AMTEKAUTO
14271|CASTEX TECHNOLOGIES LTD.|020101030126|Amtek Group|0101013501150000|Castings & forgings|1983|CASTEXTECH|CASTEXTECH
14299|JOHNSON CONTROLS-HITACHI AIR CONDITIONING INDIA LTD.|020202000000|Private (Foreign)|0101012525010000|Air-conditioners & refrigerators|1984|JCHAC|JCHAC
14344|APOLLO PIPES LTD.|020102000000|Private (Indian)|0101012045400000|Plastic furniture, floorings & miscellaneous items|1985|APOLLOPIPE|APOLLOPIPES
14379|AMZEL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1979|NA|AMZEL AUTOMO
14425|ANAGRAM FINANCE LTD. [MERGED]|020101030549|I.C.I.C.I. Group|0102040000000000|Other fund based financial services|1983|ANAGRAMFIN|ANAGRAM FIN
14464|VIPUL LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1991|VIPULLTD|VIPUL
14520|ANAN DRUG & CHEM LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1991|NA|ANAN DRUG CH
14579|ANAND COTSPIN LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1991|NA|ANAND COTSPI
14582|ANAND CREDIT LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1993|NA|ANANDCR
14592|ANAND PROJECTS LTD.|020101030507|Industrial Investment Trust Group|0101041510000000|Business services & consultancy|1936|NA|ANANDPROJ
14658|GENERA AGRI CORP LTD.|020102000000|Private (Indian)|0101040405000000|Retail trading|1992|NA|GENERAAGRI
14663|OZONE WORLD LTD.|020102000000|Private (Indian)|0101043500000000|Diversified non-financial services|1989|NA|OZONEWORLD
14801|BALAXI PHARMACEUTICALS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1942|BALAXI|NA
14897|ANANT RAJ LTD.|020101030139|Anant Raj Group|0101060209000000|Other construction & allied activities|1985|ANANTRAJ|ANANTRAJ
14902|ANANT ROTOSPIN LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1984|NA|ANANROT
14967|RAJENDRA CATERERS & CONFECTIONERS LTD.|020102000000|Private (Indian)|0101040101000000|Hotels & restaurants|1992|NA|RACCL
15019|ANASUYA SPINNERS LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1991|NA|ANASUYA SPIN
15047|NAKSHATRA INFRASTRUCTURE LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1988|NA|NAKSHTRINF
15081|SHIKHAR LEASING & TRADING LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|SHIKHARLETR
15158|ANCO COMMUNICATIONS LTD.|020102000000|Private (Indian)|0101014010050000|Communication equipment|1986|NA|ANCO COMMUN.
15214|ANDHRA BANK [MERGED]|010101000000|Central Govt. - Commercial Enterprises|0102010000000000|Banking services|1923|ANDHRABANK|ANDHRABANK
15222|ANDHRA CEMENTS LTD.|020101020226|Jaypee Group|0102040000000000|Other fund based financial services|1936|ANDHRACEMT|ANDHRACEMT
15246|ANDHRA PETROCHEMICALS LTD.|020101020116|Andhra Sugar Group|0101012035000000|Organic chemicals|1984|ANDHRAPET|ANDHRAPET
15270|ANDHRA PAPER LTD.|020101012204|Bangur Shreekumar Group|0101015001050000|Paper & newsprint|1964|ANDHRAPAP|ANDHRAPAP
15275|ANDHRA PRADESH SCOOTERS LTD.|010201000000|State Govt. - Commercial Enterprises|0101014502011500|Two & three wheelers|1974|NA|A.P.SCOOTERS
15290|ANDHRA PRADESH TANNERIES LTD.|020102000000|Private (Indian)|0101012505500000|Other leather & related products|1974|NA|APTANN
15303|ANDHRA SUGARS LTD.|020101020116|Andhra Sugar Group|0101012001000000|Inorganic chemicals|1947|ANDHRSUGAR|ANDHRSUGAR
15307|ANDHRA VALLEY POWER SUPPLY CO. LTD. [MERGED]|020101010100|Tata Group|0101030105000000|Conventional electricity|1916|ANDRAVALLY|ANVALDM
15321|ANDREW YULE & CO. LTD.|010101010000|Central Government - Takenover Enterprises|0101011101050000|Tea|1919|ANDREWYU|ANDREWYU
15472|INCEPTUM ENTERPRISES LTD.|020102000000|Private (Indian)|0101040405000000|Retail trading|1990|NA|INCEPTUM
15510|A I CHAMPDANY INDS. LTD.|020102000000|Private (Indian)|0101011590000000|Other textiles|1917|AICHAMP|AICHAMP
15564|ANIK SHIP BREAKING INDS. LTD.|020102000000|Private (Indian)|0101013555000000|Diversified metal & metal products|1993|ANIKSHIP|ANIK SHIP BR
15565|ANIK STEELS LTD.|020102000000|Private (Indian)|0101013501100000|Steel|1992|NA|ANIK STEELS
15646|A P T PACKAGING LTD.|020102000000|Private (Indian)|0101012045010000|Plastic tubes, pipes, fittings & sheets|1980|NA|APTPACK
15788|MODI NATURALS LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1974|NA|MODINATUR
15815|SYSCHEM (INDIA) LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1993|NA|SYSCHEM
15887|ANIL LTD.|020101030135|Anil Group|0101012090000000|Other chemical products|1993|NA|ANILLTD
16177|SHREE BHAVYA FABRICS LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1988|NA|SBFL
16178|ANJANI FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1989|NA|ANJANIFIN
16191|ANJANI PORTLAND CEMENT LTD.|020101020129|Chettinad Group|0101013001000000|Cement|1983|APCL|APCL
16196|ANJANI SOLVENTS INDIA LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1991|NA|ANJANI SOLV.
16198|ANJANI SYNTHETICS LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1984|NA|ANJANI
16279|ANKA INDIA LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1994|NA|ANKIN
16375|ANKIT YARNS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1989|NA|ANKIT YARNS
16414|ADITYA INFO-SOFT LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1993|NA|ADITYAINF
16431|ANKUR DRUGS & PHARMA LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1995|ANKURDRUGS|ANKURDRUGS
